# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1781061939.23829 0.004663 0.018116 0.006105 -0.304446 0.205026 -0.636334 0.678495 0.0031902370 0.0001574181 -0.0001920767 0.0020607257 0.0015168666 0.0019185444 0.0242949362 0.0032174413 -0.0004581455 0.0230827925 0.0001489161 0.0186007781
1781061939.27162 0.009753 -0.000389 0.013760 -0.306217 0.199085 -0.638134 0.677776 0.0032265406 0.0001782153 -0.0002158064 0.0021218994 0.0015129354 0.0019485634 0.0139061739 0.0093481657 -0.0120783881 0.0279127758 0.0046310727 0.0195031078
1781061939.30495 0.011173 0.003728 0.018101 -0.306062 0.194193 -0.638077 0.679318 0.0032658976 0.0001883907 -0.0002278285 0.0021878554 0.0015099013 0.0019719690 0.0181613497 0.0119308277 -0.0163937031 0.0370726870 0.0063220741 0.0264881775
1781061939.33828 0.012678 0.008577 0.022306 -0.306706 0.193327 -0.636526 0.680728 0.0033087016 0.0001901799 -0.0002277118 0.0022313994 0.0015097974 0.0020153381 0.0230758214 0.0149067406 -0.0213622131 0.0476490603 0.0082794743 0.0345593890
1781061939.37160 0.011545 -0.011147 -0.001810 -0.299998 0.188973 -0.636155 0.685272 0.0032120538 0.0001886932 -0.0001922830 0.0022003249 0.0015210561 0.0019212381 0.0021336872 0.0020966033 -0.0001413585 0.0025901866 0.0000310883 0.0002770885
1781061939.40493 0.010725 -0.007582 -0.000095 -0.300390 0.187202 -0.635006 0.686650 0.0032558672 0.0001830008 -0.0001911344 0.0023046419 0.0015146218 0.0019020938 0.0021436643 0.0020982637 -0.0001440471 0.0026373845 0.0000428084 0.0003036595
1781061939.43826 0.009451 -0.003177 0.001773 -0.302061 0.184984 -0.634493 0.686993 0.0032964701 0.0001921646 -0.0001997838 0.0023502837 0.0015132387 0.0019458093 0.0021723925 0.0020955971 -0.0001380498 0.0026962251 0.0000595252 0.0003434511
1781061939.47159 0.007846 0.002021 0.003714 -0.303908 0.183554 -0.634417 0.686631 0.0033374456 0.0002005532 -0.0002078873 0.0023921536 0.0015124562 0.0019939502 0.0022171210 0.0020924939 -0.0001307491 0.0027784713 0.0000784836 0.0003996435
1781061939.50491 -0.007586 0.056763 0.055203 -0.306923 0.182706 -0.645868 0.674738 0.0030740717 0.0002082376 -0.0002329365 0.0020356032 0.0015003866 0.0017169821 0.0021137773 0.0021021700 -0.0001481817 0.0024970193 -0.0000202308 0.0001925074
1781061939.53824 0.004462 0.049371 0.052935 -0.311816 0.187626 -0.640656 0.676112 0.0030434680 0.0002275280 -0.0002702464 0.0020274808 0.0014894391 0.0017323946 0.0021155245 0.0020903152 -0.0001308355 0.0024831918 -0.0000183225 0.0002087726
